event_id,venue_id,rating,total_events,avg_checkins,avg_likes,avg_event_rating,median_event_rating,venue_popularity_tier,checkin_count,like_count,rating_avg,rating_count,engagement,event_weekday,event_month,start_hour,success_score_scaled,price_rating_encoded,tag_slot_0,tag_slot_1,tag_slot_2,tag_slot_3,tag_slot_4,tag_slot_5
936,78,4.3,36,20.83333333333333,41.388888888888886,3.5441221917216303,3.665099268547544,5,26,51,2.92,25,75.92,4,10,18,0.35561097536352815,0,8,0,0,0,0,0
973,153,4.8,26,19.423076923076923,38.46153846153846,3.1308700024140825,3.334848484848485,3,24,47,3.6956521739130435,23,88.69565217391305,3,12,19,0.4107656896909948,1,2,47,6,30,0,0
991,160,3.6,34,17.38235294117647,34.55882352941177,3.049209963262706,3.4143610013175234,1,30,58,4.4,30,132.0,3,2,17,0.8083582625857313,0,1,2,36,45,26,0
993,19,3.9,35,18.314285714285717,36.4,3.2777690258753225,3.380952380952381,1,21,42,3.4210526315789473,19,71.84210526315789,2,2,17,0.32319216168691467,2,24,1,20,6,0,0
1008,274,4.1,28,20.035714285714285,39.71428571428572,3.284912190612189,3.22456279809221,4,24,47,3.526315789473684,19,84.63157894736841,1,10,17,0.3638387423601288,0,48,18,36,14,0,0
1011,230,4.0,45,19.4,37.977777777777774,3.227986093681777,3.4285714285714284,3,28,54,2.923076923076923,26,81.84615384615384,6,12,22,0.5112587415362437,0,8,40,47,22,28,0
1017,92,4.6,33,18.848484848484848,37.45454545454545,3.3731953007901256,3.75,2,20,39,4.25,20,85.0,1,1,19,0.29389179105624463,2,23,0,0,0,0,0
1019,155,4.0,30,18.966666666666665,37.5,3.3022696997576726,3.5721583652618136,2,29,56,2.888888888888889,27,83.77777777777777,6,4,19,0.5642882944049006,1,20,7,0,0,0,0
1032,157,3.5,34,20.323529411764707,40.23529411764706,3.4277967260697597,3.541871921182266,5,23,46,3.142857142857143,21,72.28571428571428,2,1,21,0.29326157481350923,2,16,32,37,0,0,0
1049,56,3.1,28,17.785714285714285,35.214285714285715,3.4716839510809594,3.485294117647059,1,29,58,4.357142857142857,28,126.35714285714285,1,9,20,0.7228209412876001,1,33,2,10,43,20,0
1094,13,3.7,38,20.36842105263158,40.60526315789474,3.266569358804886,3.380952380952381,5,27,54,3.857142857142857,21,104.14285714285714,3,7,22,0.48488431708715773,0,33,0,0,0,0,0
1126,170,4.9,37,18.64864864864865,37.02702702702703,3.202214064903272,3.27027027027027,2,24,48,3.9565217391304346,23,94.95652173913044,3,9,21,0.46432781995331385,1,17,34,47,41,0,0
1128,68,3.1,31,17.548387096774192,34.70967741935484,3.007757060198196,3.130434782608696,1,27,54,2.5,26,67.5,6,1,18,0.5739372655276094,1,2,36,12,13,15,0
1129,26,4.6,31,21.0,41.70967741935484,3.3855023356136464,3.590909090909091,5,31,62,4.074074074074074,27,126.2962962962963,4,8,19,0.6043472751954468,0,9,27,6,47,0,0
1179,249,3.4,36,20.30555555555556,40.388888888888886,3.5504576378252555,3.6439393939393936,5,23,45,3.8,20,87.39999999999999,1,5,19,0.31451967259305214,1,9,3,39,0,0,0
1180,224,3.5,40,19.675,39.025,3.553605845335348,3.5851190476190475,4,23,45,3.8421052631578947,19,88.36842105263158,1,1,21,0.3432449982627399,1,43,0,0,0,0,0
1185,192,4.5,31,19.774193548387096,39.096774193548384,3.242369318837146,3.583333333333333,4,30,59,2.8275862068965516,29,84.82758620689654,2,9,20,0.5645619505192265,0,4,39,31,0,0,0
1187,70,4.7,35,20.0,39.62857142857143,3.2062201967443738,3.347826086956522,4,24,48,3.9583333333333335,24,95.0,6,10,18,0.4026948591586368,1,26,46,0,0,0,0
1191,119,4.9,33,20.57575757575757,40.78787878787879,3.5288960579357878,3.7142857142857135,5,28,55,3.7142857142857144,28,104.0,1,5,18,0.48308820259939345,2,8,32,4,0,0,0
1199,284,3.1,44,19.954545454545453,39.70454545454545,3.3540883733058027,3.469669117647059,4,23,46,3.727272727272727,22,85.72727272727272,5,10,20,0.3430693542029608,0,24,48,27,0,0,0
1200,62,4.9,42,21.0,41.71428571428572,3.4566029239687035,3.598659003831417,5,23,46,3.8421052631578947,19,88.36842105263158,5,5,18,0.302649420205535,1,19,15,0,0,0,0
1204,151,3.2,40,18.325,36.4,3.2757172940814656,3.5371428571428574,1,30,59,4.285714285714286,28,128.57142857142856,1,3,19,0.7296428651090434,1,10,0,0,0,0,0
1210,93,4.0,40,18.375,36.425,3.160267345448763,3.246621621621622,2,31,62,2.272727272727273,22,70.45454545454547,2,2,22,0.6648857439699949,1,3,35,39,11,16,19
1211,163,3.8,37,20.864864864864863,41.48648648648648,3.3813989526838504,3.3947368421052637,5,29,58,2.9523809523809526,21,85.61904761904762,6,12,21,0.47717085812927196,0,41,10,17,21,27,0
1217,186,3.4,30,19.666666666666668,38.96666666666667,3.147626679101172,3.138047138047138,4,27,52,3.9,20,105.3,2,6,17,0.5172201212361953,2,19,17,3,0,0,0
1226,24,3.0,39,21.205128205128204,42.02564102564103,3.49380757452371,3.633333333333333,5,28,55,2.892857142857143,28,81.0,6,6,18,0.41203894624615933,0,43,12,0,0,0,0
1258,6,4.0,39,18.102564102564106,35.76923076923077,3.1692333786806373,3.4705882352941178,1,24,48,3.8181818181818183,22,91.63636363636364,2,1,18,0.48789337405732036,0,40,9,29,6,0,0
1260,30,3.3,44,19.545454545454547,38.63636363636363,3.194298350969774,3.386148007590133,4,34,66,3.303030303030303,33,112.30303030303031,2,9,19,0.7529812878808528,1,9,21,39,0,0,0
1261,99,3.7,31,19.258064516129032,37.70967741935484,3.3064048420179586,3.365853658536585,3,24,48,3.7,20,88.80000000000001,4,10,21,0.4184470960151727,2,3,41,45,49,21,22
1274,223,4.3,31,17.29032258064516,34.29032258064516,3.143994137362608,3.342857142857143,1,26,51,3.25,20,84.5,6,9,17,0.5761644380333477,2,1,35,39,45,24,0
1294,59,3.9,28,18.714285714285715,36.535714285714285,3.2927814971905724,3.432539682539683,2,22,44,3.6363636363636362,22,80.0,2,12,21,0.36274185707467543,1,42,3,12,47,0,0
1315,57,4.5,31,20.258064516129032,40.12903225806452,3.5274829079721743,3.612903225806452,5,30,58,3.1666666666666665,24,95.0,1,1,17,0.536117471786508,2,8,16,2,28,0,0
1322,246,4.3,41,19.170731707317078,37.90243902439025,3.3809030531551985,3.710526315789474,3,25,49,2.608695652173913,23,65.21739130434783,5,8,21,0.3854393298617995,0,33,37,15,0,0,0
1332,204,3.5,37,19.10810810810811,37.891891891891895,3.260220768589669,3.4444444444444446,3,15,29,3.3846153846153846,13,50.76923076923077,0,5,22,0.047596736391706806,0,8,41,27,4,0,0
1336,153,4.8,26,19.423076923076923,38.46153846153846,3.1308700024140825,3.334848484848485,3,29,58,2.0344827586206895,29,58.99999999999999,6,1,22,0.5105766584102198,1,32,5,0,0,0,0
1365,102,4.1,41,19.21951219512195,37.34146341463415,3.002066431177544,3.2142857142857144,3,24,47,3.3043478260869565,23,79.30434782608695,4,1,19,0.4113692094286947,1,1,45,25,0,0,0
1407,189,3.3,31,20.61290322580645,40.935483870967744,3.308578541849862,3.333333333333333,5,25,50,3.35,20,83.75,1,10,20,0.37107686359925407,2,32,47,0,0,0,0
1421,137,4.4,35,19.114285714285717,37.74285714285714,3.207768566583445,3.238095238095238,3,25,50,3.1904761904761907,21,79.76190476190477,6,2,21,0.43772217124545443,0,25,42,11,49,0,0
1440,104,3.3,30,20.066666666666663,39.766666666666666,3.5672166450606277,3.514705882352941,5,24,47,3.409090909090909,22,81.81818181818181,5,9,22,0.3409031610189295,2,39,10,11,23,24,0
1444,61,3.7,35,19.257142857142856,38.17142857142857,3.151590260708211,3.28125,3,29,58,3.7222222222222223,18,107.94444444444444,3,10,17,0.6189792002996619,1,37,35,21,22,0,0
1453,167,4.7,34,20.735294117647054,41.05882352941177,3.3405379701277016,3.450806451612904,5,32,64,3.5454545454545454,22,113.45454545454545,2,1,17,0.6284435864958726,1,34,46,0,0,0,0
1462,282,3.9,41,19.682926829268293,39.1219512195122,3.565240623704646,3.575757575757576,4,21,42,3.5,20,73.5,6,1,22,0.2550985018365698,0,24,12,13,0,0,0
1466,88,4.2,26,20.307692307692307,40.34615384615385,3.4645397852392787,3.491935483870968,5,23,46,2.391304347826087,23,55.0,5,3,21,0.25022373499427963,0,18,43,30,23,0,0
1472,143,3.1,34,18.735294117647054,37.1764705882353,3.193940145373781,3.233592880978865,2,25,50,2.4761904761904763,21,61.904761904761905,6,8,19,0.413658829469985,2,2,4,0,0,0,0
1485,278,4.4,37,19.18918918918919,38.054054054054056,3.358434390688127,3.216216216216216,3,26,51,4.458333333333333,24,115.91666666666666,6,3,20,0.5266697721773053,2,9,4,30,36,0,0
1506,203,3.9,40,19.175,38.05,3.0183056148433853,3.397368421052632,3,22,44,3.6842105263157894,19,81.05263157894737,1,7,17,0.35844607984660715,2,8,43,4,46,0,0
1545,230,4.0,45,19.4,37.977777777777774,3.227986093681777,3.4285714285714284,3,27,53,2.5217391304347827,23,68.08695652173914,5,7,21,0.4567857209633559,0,17,50,43,23,0,0
1583,88,4.2,26,20.307692307692307,40.34615384615385,3.4645397852392787,3.491935483870968,5,19,38,1.3076923076923077,13,24.846153846153847,4,5,18,0.04451044230824064,0,5,10,42,46,50,20
1621,20,4.2,35,20.228571428571428,39.91428571428571,3.2602428842408666,3.3870967741935485,5,26,51,2.9615384615384617,26,77.0,3,6,19,0.40008119389412666,0,1,29,0,0,0,0
1655,100,3.7,35,19.82857142857143,39.25714285714286,3.4523614742537565,3.555555555555556,4,27,53,3.923076923076923,26,105.92307692307692,4,3,20,0.4981236650583871,0,20,5,6,39,0,0
1660,62,4.9,42,21.0,41.71428571428572,3.4566029239687035,3.598659003831417,5,27,54,3.5238095238095237,21,95.14285714285714,3,3,22,0.4275978831121756,1,9,45,0,0,0,0
1665,135,3.1,31,21.70967741935484,43.0,3.4150031882404424,3.4166666666666665,5,25,50,2.64,25,66.0,0,9,19,0.283006882763728,0,25,18,12,22,0,0
1677,4,3.3,38,19.31578947368421,38.31578947368421,3.55464189414538,3.56714527027027,3,25,50,3.7916666666666665,24,94.79166666666666,6,11,21,0.4404152658091345,0,1,43,21,15,0,0
1681,70,4.7,35,20.0,39.62857142857143,3.2062201967443738,3.347826086956522,4,24,48,2.625,24,63.0,4,3,19,0.32469142889993363,1,1,2,33,37,13,18
1692,246,4.3,41,19.170731707317078,37.90243902439025,3.3809030531551985,3.710526315789474,3,23,45,3.130434782608696,23,72.0,6,9,21,0.33665244937041106,0,39,7,9,16,17,0
1704,97,3.5,31,18.90322580645161,37.45161290322581,3.1904008899515683,3.388888888888889,2,31,61,3.5555555555555554,27,110.22222222222221,0,12,22,0.6981488216015956,2,19,22,39,0,0,0
1706,79,3.2,27,18.33333333333333,36.48148148148148,3.3510835005776545,3.625,1,27,54,4.0,24,108.0,5,12,20,0.5932100619580292,1,36,0,0,0,0,0
1708,138,4.3,42,20.0,39.71428571428572,3.2475387465707306,3.372307692307692,4,22,44,3.1904761904761907,21,70.19047619047619,6,6,22,0.28019048311436556,0,6,10,47,20,24,25
1712,30,3.3,44,19.545454545454547,38.63636363636363,3.194298350969774,3.386148007590133,4,25,49,4.24,25,106.0,5,8,19,0.4717335815120063,1,2,10,47,17,18,49
1731,39,3.3,40,19.725,39.125,3.285652504009078,3.327956989247312,4,27,53,2.4761904761904763,21,66.85714285714286,5,3,20,0.430371490464015,2,36,7,0,0,0,0
1738,23,4.9,38,17.86842105263158,35.473684210526315,3.216873985397427,3.419354838709677,1,24,48,2.9583333333333335,24,71.0,6,3,18,0.4451149648060604,0,5,46,15,0,0,0
1743,114,4.7,43,18.58139534883721,36.93023255813954,3.44471846826887,3.6296296296296298,2,23,46,4.260869565217392,23,98.0,3,1,22,0.42805068392572254,1,24,42,0,0,0,0
1761,147,3.8,38,19.57894736842105,38.8421052631579,3.502874621746442,3.684684684684685,4,23,46,2.210526315789474,19,50.8421052631579,5,9,17,0.2698071006211994,2,32,42,0,0,0,0
1764,148,4.5,32,19.625,38.875,3.0792870159293826,3.1850094876660338,4,28,55,2.8518518518518516,27,79.85185185185185,6,7,19,0.5058628337148832,0,17,49,0,0,0,0
1790,145,3.2,36,20.27777777777778,40.05555555555556,3.314464657127662,3.5166666666666666,5,27,54,4.36,25,117.72000000000001,4,2,20,0.5179064522479384,2,12,39,31,0,0,0
1807,94,3.4,38,18.31578947368421,36.26315789473684,2.9935269963561413,3.215909090909091,1,30,59,2.1666666666666665,24,65.0,3,5,17,0.6215886445980119,1,10,42,14,0,0,0
1808,207,4.5,36,20.11111111111111,39.97222222222222,3.455019030315965,3.543157894736842,5,25,50,3.6818181818181817,22,92.04545454545455,3,1,22,0.4027276273538416,2,46,0,0,0,0,0
1847,139,3.3,29,19.96551724137931,39.48275862068966,3.3797540327987377,3.3225806451612905,4,28,54,3.923076923076923,26,109.84615384615384,6,3,21,0.5265887061412129,2,20,13,46,31,0,0
1855,50,3.0,26,18.96153846153846,37.46153846153846,3.2377868096800477,3.4374193548387098,2,28,55,2.2,25,61.60000000000001,4,6,18,0.49637514434188335,0,2,4,36,15,16,0
1898,64,4.8,37,18.97297297297297,37.648648648648646,3.3012243013261022,3.263157894736842,2,26,51,2.1052631578947367,19,54.73684210526316,6,3,22,0.4077639966132669,0,4,6,42,15,18,0
1914,293,3.6,32,19.53125,38.78125,3.581012793908614,3.570489844683393,4,29,58,3.8518518518518516,27,111.7037037037037,5,2,22,0.5841328409402575,2,1,42,30,47,0,0
1918,69,3.2,38,17.5,34.73684210526316,3.088636314982607,3.375,1,32,64,2.782608695652174,23,89.04347826086956,6,6,18,0.8005180702134056,1,9,27,14,0,0,0
1924,157,3.5,34,20.323529411764707,40.23529411764706,3.4277967260697597,3.541871921182266,5,27,54,2.4545454545454546,22,66.27272727272728,2,12,21,0.402519581569597,2,40,9,0,0,0,0
1928,185,5.0,42,19.357142857142858,38.35714285714285,3.3776833338326986,3.5492307692307694,3,26,50,3.5384615384615383,26,92.0,5,9,21,0.4587007378997172,1,1,9,42,14,47,17
1957,205,4.3,29,17.03448275862069,33.758620689655174,3.2971329976505355,3.4642857142857144,1,21,42,4.0,16,84.0,5,12,22,0.41710875595039454,2,1,10,18,39,0,0
1968,95,4.9,38,19.86842105263158,39.5,3.4301750255018995,3.5227272727272725,4,24,48,2.789473684210526,19,66.94736842105263,5,3,22,0.328533307886715,1,18,35,42,23,0,0
1980,118,3.8,33,19.78787878787879,39.15151515151515,3.016707077207444,3.1818181818181817,4,24,48,2.8,20,67.19999999999999,4,2,17,0.3546015383310317,0,2,43,6,0,0,0
1991,52,3.1,40,19.95,39.125,3.196353601280294,3.5,4,23,46,4.4,20,101.2,0,5,18,0.397381831290899,1,24,36,0,0,0,0
1992,231,3.9,39,18.33333333333333,36.282051282051285,2.8945120169799767,3.4482758620689653,1,30,59,3.0344827586206895,29,91.03448275862068,6,1,19,0.6812079608718467,0,8,13,38,0,0,0
2049,147,3.8,38,19.57894736842105,38.8421052631579,3.502874621746442,3.684684684684685,4,28,54,3.625,24,101.5,6,6,19,0.5214886302400736,2,37,8,15,24,28,0
2065,228,4.8,32,19.3125,38.375,3.386770177981312,3.486111111111111,3,24,48,3.3,20,79.19999999999999,4,4,19,0.3838012015068146,0,1,21,0,0,0,0
2067,220,3.1,32,18.6875,37.0625,3.1708098140405485,3.318247126436781,2,29,58,2.769230769230769,26,80.3076923076923,0,1,18,0.5938679060862688,1,41,4,0,0,0,0
2079,268,4.9,46,18.26086956521739,36.28260869565217,3.0113937746681056,3.450284090909091,1,33,66,2.242424242424242,33,74.0,5,2,19,0.7572129533188308,2,3,38,9,46,48,0
2090,244,4.3,34,19.852941176470587,39.41176470588236,3.4815281848883397,3.496894409937888,4,24,47,3.0476190476190474,21,73.14285714285714,3,12,20,0.3342673236509317,0,1,0,0,0,0,0
2114,126,4.5,37,19.81081081081081,38.94594594594594,3.407799548489196,3.652173913043478,4,26,51,4.041666666666667,24,105.08333333333334,4,8,17,0.4731249532625885,1,41,11,0,0,0,0
2118,187,3.8,34,20.735294117647054,40.35294117647059,3.220017879828338,3.543103448275862,5,16,32,4.6875,16,75.0,5,7,19,0.12927711458829327,1,3,10,47,21,22,0
2138,290,3.4,34,19.029411764705884,37.73529411764706,3.2557521080009693,3.325757575757576,3,27,52,2.6153846153846154,26,70.61538461538461,3,10,17,0.46779156244100495,2,46,0,0,0,0,0
2151,118,3.8,33,19.78787878787879,39.15151515151515,3.016707077207444,3.1818181818181817,4,27,54,2.8846153846153846,26,77.88461538461539,4,9,19,0.4729928835447281,0,43,4,31,15,0,0
